 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-20,21,-6,-8,4.00982e-07,1.57316e-06,8.17992e-07,1.70176e-06,2.72384e-07,1.26616,6.04564e-06,130,129,-6,8.00001,-26,13
-15,21,-5.99994,-8.00006,-2.40759e-07,1.3993e-06,1.64572e-06,1.74097e-06,-5.82428e-07,1.17724,0,135,129,-5.99994,8.00006,-20.9999,12.9999
-10,21,-6,-7.99997,-7.24121e-07,7.99408e-07,1.91824e-06,1.26247e-06,-1.18718e-06,1.12101,4.81713e-06,140,129,-6.00001,7.99997,-16,13
-5,21,-6.00002,-7.99997,-7.06396e-07,3.15063e-07,1.24941e-06,6.11243e-07,-1.00258e-06,1.12807,0,145,129,-6.00001,7.99997,-11,13
0,21,-5.99998,-8,-1.98629e-07,1.2439e-07,1.78854e-07,1.47494e-07,-2.21734e-07,1.31796,7.65437e-06,150,129,-5.99998,8,-5.99998,13
5,21,-5.99998,-8,3.43694e-07,2.09388e-07,-5.43502e-07,5.56466e-07,-3.38406e-09,-0.664268,0,155,129,-5.99999,8.00001,-0.999985,13
10,21,-6,-8,3.31773e-07,1.12168e-07,-6.94619e-07,5.86224e-07,-1.42283e-07,-0.632294,0,160,129,-6,7.99999,4,13
15,21,-6,-7.99998,5.11083e-07,-1.50783e-07,-9.83681e-07,7.7296e-07,-4.1266e-07,-0.489264,0,165,129,-5.99999,7.99999,9,13
20,21,-5.99998,-8,1.12626e-06,-5.83901e-07,-1.06424e-06,1.27831e-06,-7.35952e-07,-0.278329,0,170,129,-5.99998,8.00001,14,13
25,21,-6,-8.00002,1.53486e-06,-9.95646e-07,-1.19771e-06,1.66943e-06,-1.13021e-06,-0.221034,0,175,129,-6,8.00001,19,13
30,21,-6,-8.00003,1.68563e-06,-1.15025e-06,-8.38368e-07,1.74629e-06,-1.21092e-06,-0.143721,9.36716e-06,180,129,-6,8.00003,24,13
35,21,-6.00002,-8.00003,1.22261e-06,-1.2786e-06,2.39978e-07,1.22835e-06,-1.28435e-06,0.0478259,2.17342e-06,185,129,-6.00002,8.00003,29,13
40,21,-5.99991,-8.00006,-2.09065e-07,-1.24077e-06,1.58286e-06,2.19786e-07,-1.66962e-06,0.496579,0,190,129,-5.99991,8.00006,34.0001,12.9999
45,21,-5.99992,-8.00005,-1.0508e-06,-9.95449e-07,2.35639e-06,1.55399e-07,-2.20164e-06,0.79714,0,195,129,-5.99992,8.00005,39.0001,13
50,21,-6,-8,-6.07207e-07,-7.55025e-07,2.63291e-06,6.37414e-07,-1.99965e-06,0.757356,5.37431e-06,200,129,-6,7.99999,44,13
55,21,-6,-8,8.90473e-08,-5.76457e-07,1.9474e-06,7.85281e-07,-1.27269e-06,0.620749,0,205,129,-6,8,49,13
60,21,-6,-8.00002,3.24797e-07,-3.38178e-07,1.0652e-06,6.20644e-07,-6.34025e-07,0.507037,1.19527e-05,210,129,-5.99999,8.00002,54,13
65,21,-5.99998,-8.00003,-3.57251e-07,-2.28107e-08,3.27003e-07,4.38393e-08,-4.23901e-07,1.18372,8.86398e-06,215,129,-5.99999,8.00003,59,13
70,21,-5.99997,-8.00005,-1.14547e-06,1.26291e-07,2.14583e-08,1.26382e-07,-1.14556e-06,1.56236,0,220,129,-5.99996,8.00005,64,13
75,21,-5.99998,-8,-8.85362e-07,6.00879e-07,5.08328e-08,6.01314e-07,-8.85797e-07,1.5537,1.30526e-05,225,129,-5.99999,8,69,13
80,21,-5.99997,-8.00008,-1.85313e-07,7.09394e-07,5.71005e-07,7.92735e-07,-2.68654e-07,1.28678,0,230,129,-5.99997,8.00008,74,12.9999
85,21,-5.99998,-8,2.49984e-08,7.40356e-07,6.0979e-07,8.52672e-07,-8.73176e-08,1.21785,1.00914e-05,235,129,-5.99998,7.99999,79,13
90,21,-6,-8,-7.4282e-08,6.78474e-07,6.66176e-07,8.04698e-07,-2.00505e-07,1.20857,1.35513e-05,240,129,-6,8,84,13
95,21,-6,-8.00002,-9.35087e-08,8.19642e-07,9.10256e-07,1.00774e-06,-2.81606e-07,1.17889,0,245,129,-5.99999,8.00001,89,13
100,21,-6,-8,1.58894e-08,5.99695e-07,1.64729e-06,1.18163e-06,-5.66047e-07,0.955695,1.4988e-05,250,129,-6,8,94,13
105,21,-6,-8,6.46104e-07,4.11072e-07,2.06483e-06,1.56767e-06,-5.10493e-07,0.728729,0,255,129,-5.99999,8,99,13
110,21,-6,-8,1.15096e-06,-1.90689e-07,1.53006e-06,1.49762e-06,-5.37349e-07,0.425457,5.6246e-06,260,129,-5.99999,8,104,13
115,21,-6,-7.99998,5.04477e-07,-8.74685e-07,5.82053e-07,5.63374e-07,-9.33581e-07,0.199678,1.14477e-05,265,129,-5.99999,7.99999,109,13
120,21,-5.99985,-8.00003,-1.09107e-06,-9.84886e-07,-6.25099e-07,-7.20952e-07,-1.35501e-06,-0.869532,0,270,129,-5.99984,8.00003,114,13
125,21,-6,-8.00002,-3.18156e-06,-8.01813e-07,-1.57149e-06,-5.65784e-07,-3.41759e-06,-1.27898,1.09113e-05,275,129,-5.99999,8.00002,119,13
130,21,-6.00003,-8.00003,-3.31536e-06,9.03296e-08,-3.07187e-06,6.80688e-07,-3.90571e-06,-1.20384,1.12838e-05,280,129,-6.00002,8.00004,124,13
-135,16,0,0,0,0,0,0,0,0,-1,15,134,0,0,-135,16
-130,16,-5.99992,-8.00005,0,0,0,0,0,0,-1,20,134,-5.99992,8.00005,-136,7.99995
-125,16,-5.99994,-8.00005,-4.25671e-06,-1.06409e-07,5.71299e-06,1.34914e-06,-5.71226e-06,1.09953,0,25,134,-5.99994,8.00005,-131,7.99995
-120,16,-6,-8.00002,-3.1908e-06,-1.04592e-06,3.44559e-06,-8.90382e-08,-4.14768e-06,1.0638,1.30253e-05,30,134,-6,8.00001,-126,7.99998
-115,16,-6,-8.00002,-1.45003e-06,-1.17875e-06,1.0884e-06,-7.53542e-07,-1.87524e-06,0.907535,9.96066e-06,35,134,-6,8.00001,-121,7.99998
-110,16,-6.00002,-8.00005,-4.68411e-07,-5.47503e-07,-3.16639e-07,-3.44773e-07,-6.71141e-07,-0.663011,1.33777e-05,40,134,-6.00002,8.00004,-116,7.99995
-105,16,-5.99999,-8.00002,-6.10776e-08,4.29584e-07,-7.3021e-07,6.24127e-07,-2.55621e-07,-1.08122,0,45,134,-5.99999,8.00002,-111,7.99998
-100,16,-6,-8.00002,3.17462e-07,7.82135e-07,-4.88289e-07,8.86825e-07,2.12772e-07,-1.16571,1.08278e-05,50,134,-5.99999,8.00002,-106,7.99998
-95,16,-6,-8,5.63287e-07,6.47029e-07,6.09059e-08,6.56932e-07,5.53384e-07,1.25639,1.0573e-05,55,134,-6,8,-101,8
-90,16,-5.99999,-7.99998,4.25134e-07,4.11668e-07,8.18123e-07,8.27518e-07,9.2837e-09,0.777169,9.88383e-06,60,134,-5.99999,7.99998,-96,8.00002
-85,16,-6,-8,-1.6389e-07,4.62207e-07,1.37756e-06,9.05743e-07,-6.07426e-07,0.998691,1.04779e-05,65,134,-6,8,-91,8
-80,16,-6,-8,-8.91201e-07,5.08866e-07,1.51788e-06,8.41322e-07,-1.22366e-06,1.15792,0,70,134,-6,8,-86,8
-75,16,-5.99999,-8,-8.49446e-07,4.08685e-07,1.1046e-06,6.16732e-07,-1.05749e-06,1.21054,2.15797e-06,75,134,-5.99999,8,-81,8
-70,16,-5.99999,-8,-3.11908e-07,1.74719e-07,2.99171e-07,2.17023e-07,-3.54212e-07,1.29519,0,80,134,-5.99999,8,-76,8
-65,16,-5.99999,-8,7.31631e-07,-4.27252e-08,-7.23456e-07,8.74315e-07,-1.85409e-07,-0.375714,9.03771e-06,85,134,-5.99999,8,-71,8
-60,16,-6,-8,2.00394e-06,-1.02513e-07,-1.7204e-06,2.31057e-06,-4.0915e-07,-0.342429,6.59048e-06,90,134,-6,8,-66,8
-55,16,-6,-8,2.12941e-06,-2.96445e-07,-1.57066e-06,2.36145e-06,-5.28486e-07,-0.287296,1.72741e-06,95,134,-6,8,-61,8
-50,16,-5.99998,-8,5.4522e-07,-2.11725e-07,-2.08617e-07,5.59331e-07,-2.25836e-07,-0.134464,3.07919e-06,100,134,-5.99997,7.99999,-56,8
-45,16,-5.99991,-8.00003,-1.50059e-06,-2.81317e-08,1.03741e-06,1.36243e-07,-1.66496e-06,1.26391,0,105,134,-5.99991,8.00003,-50.9999,7.99997
-40,16,-6.00001,-7.99998,-2.19266e-06,1.5776e-07,9.23739e-07,2.45263e-07,-2.28016e-06,1.38356,1.24633e-06,110,134,-6.00001,7.99999,-46,8.00002
-35,16,-6,-8,-1.06968e-06,5.80551e-08,-1.84021e-07,6.55128e-08,-1.07714e-06,-1.48992,0,115,134,-6,8,-41,8
-30,16,-6,-8.00005,3.76826e-07,1.91185e-07,-1.06983e-06,8.26916e-07,-2.58905e-07,-0.699492,0,120,134,-6,8.00005,-36,7.99995
-25,16,-5.99994,-8.00011,4.91398e-07,2.55156e-07,-3.71357e-07,5.93343e-07,1.5321e-07,-0.502107,0,125,134,-5.99994,8.00011,-30.9999,7.99989
-20,16,-6,-8.00005,-1.99117e-07,2.84731e-07,1.14963e-06,6.66458e-07,-5.80845e-07,0.984583,3.14846e-06,130,134,-6,8.00004,-26,7.99995
-15,16,-6,-8.00005,-7.61326e-07,2.70976e-07,2.17136e-06,9.56954e-07,-1.44731e-06,1.00729,0,135,134,-6,8.00005,-21,7.99995
-10,16,-6,-8,-7.07385e-07,2.33988e-07,2.27852e-06,9.95964e-07,-1.46936e-06,0.981294,6.81333e-06,140,134,-6,8,-16,8
-5,16,-6,-8,-2.18019e-07,2.57452e-07,1.54675e-06,8.28805e-07,-7.89371e-07,0.934515,2.7753e-06,145,134,-6,8,-11,8
0,16,-6,-8,2.74074e-07,3.52015e-07,4.72415e-07,5.52445e-07,7.36436e-08,0.867154,6.64055e-06,150,134,-6,7.99999,-6,8
5,16,-5.99998,-7.99998,5.82352e-07,5.0006e-07,-1.79891e-07,6.40116e-07,4.42296e-07,-0.570881,3.70208e-06,155,134,-5.99999,7.99998,-0.999985,8.00002
10,16,-5.99998,-8,4.50688e-07,4.46478e-07,-2.50176e-07,5.73689e-07,3.23477e-07,-0.776985,8.00309e-06,160,134,-5.99999,8,4.00002,8
15,16,-5.99998,-8,4.24045e-07,2.1922e-07,-4.92299e-07,5.88237e-07,5.50284e-08,-0.588262,6.45121e-06,165,134,-5.99999,8,9.00002,8
20,16,-5.99997,-7.99998,9.46043e-07,-2.16289e-07,-7.2574e-07,1.05003e-06,-3.20271e-07,-0.279078,0,170,134,-5.99996,7.99999,14,8.00002
25,16,-5.99998,-8,1.38791e-06,-6.82789e-07,-1.06804e-06,1.51752e-06,-8.12397e-07,-0.238099,0,175,134,-5.99998,8,19,8
30,16,-6,-8,1.22177e-06,-1.11043e-06,-6.8591e-07,1.27116e-06,-1.15982e-06,-0.143019,8.46481e-06,180,134,-6,8,24,8
35,16,-5.99991,-8.00003,7.66224e-07,-1.5647e-06,4.11963e-07,7.84286e-07,-1.58276e-06,0.0874658,0,185,134,-5.99991,8.00003,29.0001,7.99997
40,16,-6.00003,-8,-9.73877e-08,-1.60087e-06,1.13377e-06,9.23987e-08,-1.79066e-06,0.323059,1.34517e-05,190,134,-6.00003,8,34,8
45,16,-6.00002,-8,-8.69155e-07,-1.05332e-06,1.06529e-06,-4.20689e-07,-1.50178e-06,0.699807,5.65929e-06,195,134,-6.00001,8,39,8
50,16,-6,-8,-7.80239e-07,-2.29291e-07,5.11928e-07,-1.28728e-07,-8.80802e-07,1.19645,0,200,134,-6,8,44,8
55,16,-6,-8,-2.29859e-07,3.49975e-07,-2.64958e-07,3.78809e-07,-2.58694e-07,-1.35648,0,205,134,-6,8,49,8
60,16,-6,-8.00002,2.96858e-07,4.86878e-07,-6.96855e-07,7.53017e-07,3.07192e-08,-0.918503,9.15691e-06,210,134,-6,8.00001,54,7.99998
65,16,-5.99995,-8.00005,3.42404e-07,4.77677e-07,-7.02756e-07,7.67869e-07,5.22118e-08,-0.88048,0,215,134,-5.99995,8.00005,59,7.99995
70,16,-5.99997,-8,-2.03266e-08,3.35073e-07,-5.91882e-07,5.02566e-07,-1.8782e-07,-1.05578,9.93676e-06,220,134,-5.99996,7.99999,64,8
75,16,-5.99997,-8.00009,-3.95964e-07,6.77575e-07,-2.35221e-07,6.90308e-07,-4.08697e-07,-1.46295,0,225,134,-5.99996,8.00008,69,7.99991
80,16,-5.99998,-8,-4.96246e-07,8.65104e-07,3.52647e-07,8.87571e-07,-5.18713e-07,1.44406,1.26492e-05,230,134,-5.99999,8,74,8
85,16,-5.99998,-8,-4.1137e-07,1.1003e-06,1.35929e-07,1.10335e-06,-4.1442e-07,1.52596,6.99415e-06,235,134,-5.99999,8,79,8
90,16,-5.99998,-8,-2.55827e-07,1.0136e-06,-2.04791e-07,1.0218e-06,-2.64034e-07,-1.49082,0,240,134,-5.99999,8,84,8
95,16,-6.00003,-8,-1.74208e-07,9.7885e-07,-6.2688e-08,9.79702e-07,-1.75059e-07,-1.54364,0,245,134,-6.00003,8.00001,89,8
100,16,-5.99992,-8.00012,-2.90719e-07,5.61344e-07,9.91609e-07,7.89013e-07,-5.18388e-07,1.14032,0,250,134,-5.99992,8.00012,94.0001,7.99988
105,16,-6,-8,6.43274e-09,4.92838e-07,1.70056e-06,1.13401e-06,-6.34744e-07,0.924692,0,255,134,-6,8,99,8
110,16,-5.99998,-7.99995,3.53633e-07,8.92333e-08,1.87271e-06,1.16708e-06,-7.2421e-07,0.715269,0,260,134,-5.99999,7.99996,104,8.00005
115,16,-6,-8,6.25892e-07,-3.33604e-07,7.46085e-07,7.5386e-07,-4.61572e-07,0.33046,0,265,134,-6.00001,8,109,8
120,16,-5.99988,-8.00003,1.09574e-06,-3.03063e-07,-1.82959e-06,1.54787e-06,-7.55186e-07,-0.459025,0,270,134,-5.99986,8.00003,114,7.99997
125,16,-6.00003,-8.00002,1.84427e-06,1.33743e-07,-5.44082e-06,3.84069e-06,-1.86268e-06,-0.633096,9.3311e-06,275,134,-6.00002,8.00002,119,7.99998
130,16,-6,-8.00002,6.57006e-06,1.56312e-06,-1.22537e-05,1.06852e-05,-2.55201e-06,-0.591447,0,280,134,-6,8.00001,124,7.99998
-135,11,0,0,0,0,0,0,0,0,-1,15,139,0,0,-135,11
-130,11,-6,-8.00005,0,0,0,0,0,0,-1,20,139,-6,8.00004,-136,2.99995
-125,11,-6,-8.00005,-6.27346e-06,-7.3639e-07,7.00112e-06,9.58114e-07,-7.96796e-06,1.11998,6.76596e-06,25,139,-6,8.00004,-131,2.99995
-120,11,-6,-8.00002,-3.3421e-06,-6.02257e-07,3.00719e-06,6.19032e-08,-4.00626e-06,1.15485,7.34275e-06,30,139,-6,8.00002,-126,2.99998
-115,11,-6.00001,-8.00002,-7.0316e-07,-4.01002e-07,-4.48708e-07,-2.81601e-07,-8.22562e-07,-1.08172,6.15481e-06,35,139,-6.00001,8.00002,-121,2.99998
-110,11,-6,-8,5.32276e-07,8.09431e-08,-2.27448e-06,1.46602e-06,-8.52804e-07,-0.687454,5.40085e-06,40,139,-6.00001,8.00001,-116,3
-105,11,-5.99987,-8.00014,3.88916e-07,8.13894e-07,-2.28136e-06,1.76171e-06,-5.589e-07,-0.877484,0,45,139,-5.99987,8.00013,-111,2.99986
-100,11,-6,-8,-1.62915e-08,1.31006e-06,-1.47517e-06,1.63877e-06,-3.45e-07,-1.15156,1.04262e-05,50,139,-6,8,-106,3
-95,11,-6,-8,-9.43655e-08,1.41008e-06,-5.93375e-07,1.46647e-06,-1.50761e-07,-1.38296,9.17208e-06,55,139,-5.99999,8,-101,3
-90,11,-6,-8,-8.96886e-08,1.29623e-06,2.0386e-07,1.30368e-06,-9.71452e-08,1.49777,1.06175e-05,60,139,-6,7.99999,-96,3
-85,11,-5.99994,-8.00009,-3.29667e-07,9.63301e-07,1.11439e-06,1.17029e-06,-5.36652e-07,1.21512,0,65,139,-5.99994,8.00008,-90.9999,2.99991
-80,11,-6,-7.99998,-8.5749e-07,7.44675e-07,1.60078e-06,1.07601e-06,-1.18882e-06,1.17831,1.02187e-05,70,139,-6,7.99998,-86,3.00002
-75,11,-6.00001,-8,-8.10442e-07,4.45199e-07,1.49384e-06,7.93109e-07,-1.15835e-06,1.13489,4.82677e-06,75,139,-6.00001,7.99999,-81,3
-70,11,-5.99999,-8,-1.9451e-07,1.46109e-07,7.32223e-07,3.79585e-07,-4.27986e-07,1.0031,7.09145e-06,80,139,-5.99999,8,-76,3
-65,11,-5.99999,-8.00002,8.09446e-07,2.27525e-08,-4.40297e-07,8.66862e-07,-3.46636e-08,-0.255123,0,85,139,-5.99999,8.00002,-71,2.99998
-60,11,-5.99997,-8,1.67655e-06,1.7252e-07,-1.20273e-06,1.88743e-06,-3.83604e-08,-0.337271,8.77098e-06,90,139,-5.99997,8,-66,3
-55,11,-5.99999,-8,1.48667e-06,4.15606e-09,-5.19669e-07,1.5309e-06,-4.00649e-08,-0.168574,6.69388e-06,95,139,-5.99999,8,-61,3
-50,11,-5.99985,-8.00015,1.33903e-07,-1.08556e-07,1.10097e-06,5.76349e-07,-5.51002e-07,0.677017,0,100,139,-5.99985,8.00015,-55.9998,2.99985
-45,11,-6.00001,-8,-1.34385e-06,1.51413e-08,1.87824e-06,4.94808e-07,-1.82351e-06,1.09858,1.06369e-05,105,139,-6.00001,8,-51,3
-40,11,-6,-8,-1.64716e-06,5.39312e-07,8.6359e-07,6.21496e-07,-1.72935e-06,1.38272,0,110,139,-6,8,-46,3
-35,11,-6,-8.00002,-5.82163e-07,7.24297e-07,-8.13374e-07,8.4055e-07,-6.98416e-07,-1.29237,5.31904e-06,115,139,-6,8.00001,-41,2.99998
-30,11,-6.00001,-8,4.33887e-07,6.67441e-07,-1.49022e-06,1.30487e-06,-2.03539e-07,-0.863129,0,120,139,-6.00001,8,-36,3
-25,11,-6,-8,1.6229e-07,-3.38795e-08,-3.09826e-07,2.4756e-07,-1.19149e-07,-0.503175,0,125,139,-6,8,-31,3
-20,11,-5.99996,-8,-5.59669e-07,-5.08009e-07,1.03439e-06,-1.59994e-08,-1.05168e-06,0.810348,1.2303e-06,130,139,-5.99996,8,-26,3
-15,11,-6,-8.00002,-9.08337e-07,-5.49555e-07,1.50367e-06,4.39935e-08,-1.50189e-06,0.902511,6.45244e-06,135,139,-5.99999,8.00001,-21,2.99998
-10,11,-6.00002,-8,-6.26463e-07,-1.39792e-07,1.22431e-06,2.7562e-07,-1.04188e-06,0.974575,4.49242e-06,140,139,-6.00001,8.00001,-16,3
-5,11,-6,-8,-3.76093e-08,1.50987e-07,7.94034e-07,4.64751e-07,-3.51373e-07,0.901996,0,145,139,-6,8,-11,3
0,11,-6,-8,5.49564e-07,3.20229e-07,1.34972e-07,5.67949e-07,3.01844e-07,0.265973,5.96026e-06,150,139,-6,8,-6,3
5,11,-6,-8.00002,9.07152e-07,3.75376e-07,-2.33448e-07,9.31644e-07,3.50883e-07,-0.206833,0,155,139,-6,8.00001,-1,2.99998
10,11,-6,-8.00003,7.16311e-07,5.29252e-07,-1.89288e-07,7.55843e-07,4.8972e-07,-0.39566,6.84572e-06,160,139,-6,8.00002,4,2.99997
15,11,-5.99998,-8,3.87666e-07,6.79583e-07,-2.47447e-07,7.24965e-07,3.42284e-07,-1.21923,0,165,139,-5.99998,8,9.00002,3
20,11,-5.99998,-8,6.3861e-07,5.22361e-07,-5.11312e-07,8.42666e-07,3.18305e-07,-0.673621,7.89725e-06,170,139,-5.99998,8,14,3
25,11,-6,-7.99998,9.77421e-07,1.01332e-08,-6.33818e-07,1.072e-06,-8.44466e-08,-0.29003,0,175,139,-5.99999,7.99999,19,3.00002
30,11,-6,-8,7.41823e-07,-7.19483e-07,-1.3462e-07,7.44917e-07,-7.22577e-07,-0.045932,1.03182e-05,180,139,-6,8,24,3
35,11,-5.99989,-8.00003,6.5059e-07,-1.3133e-06,5.39919e-07,6.87023e-07,-1.34973e-06,0.134148,0,185,139,-5.99989,8.00003,29.0001,2.99997
40,11,-6,-8,4.46539e-07,-1.39471e-06,5.71542e-07,4.89872e-07,-1.43804e-06,0.15049,3.81474e-06,190,139,-6,7.99999,34,3
45,11,-5.99998,-8,-1.05065e-07,-9.46769e-07,3.9488e-08,-1.04602e-07,-9.47231e-07,0.02344,0,195,139,-5.99999,8,39,3
50,11,-5.99988,-8.00009,-3.43567e-07,-1.24126e-07,-1.04336e-06,2.99246e-07,-7.66939e-07,-0.889048,0,200,139,-5.99988,8.00009,44.0001,2.99991
55,11,-6,-8,-4.00882e-07,5.84156e-07,-1.80303e-06,1.11892e-06,-9.35643e-07,-1.03541,1.30595e-05,205,139,-6,7.99999,49,3
60,11,-6,-8.00002,-2.74789e-07,8.42264e-07,-1.92739e-06,1.39759e-06,-8.3011e-07,-1.04803,1.36594e-05,210,139,-5.99999,8.00002,54,2.99998
65,11,-5.99994,-8.00006,-5.53055e-08,6.41781e-07,-1.20439e-06,9.89026e-07,-4.02551e-07,-1.04774,0,215,139,-5.99993,8.00006,59.0001,2.99994
70,11,-5.99992,-8.00009,-8.31268e-08,1.3298e-07,-1.82415e-07,1.66328e-07,-1.16475e-07,-1.22027,0,220,139,-5.99993,8.00009,64.0001,2.99991
75,11,-6.00002,-8,-3.29915e-07,-2.71856e-07,9.95425e-07,1.97673e-07,-7.99443e-07,0.814528,0,225,139,-6.00001,8,69,3
80,11,-6,-8,-2.40864e-07,-3.7593e-07,1.56377e-06,4.76402e-07,-1.09319e-06,0.742319,1.05069e-05,230,139,-6,8,74,3
85,11,-5.99983,-8.00024,5.46826e-08,-1.53223e-07,1.12162e-06,5.21091e-07,-6.19632e-07,0.693757,0,235,139,-5.99983,8.00024,79.0002,2.99976
90,11,-6,-8,2.49278e-07,-3.9258e-08,4.02626e-07,3.5268e-07,-1.4266e-07,0.474496,9.91909e-06,240,139,-6,8,84,3
95,11,-5.99992,-8.00012,8.10188e-09,-1.47172e-08,2.94639e-07,1.44453e-07,-1.51068e-07,0.746752,0,245,139,-5.99993,8.00011,89.0001,2.99988
100,11,-6.00002,-8,-5.26908e-07,-1.20915e-07,8.33778e-07,1.39774e-07,-7.87597e-07,1.01197,1.01738e-05,250,139,-6.00001,7.99999,94,3
105,11,-5.99992,-8.00006,-4.90792e-07,9.21891e-08,1.13106e-06,4.3693e-07,-8.35532e-07,1.02336,0,255,139,-5.99992,8.00006,99.0001,2.99994
110,11,-6.00002,-8,-1.24116e-07,2.23405e-07,1.03474e-06,5.95416e-07,-4.96127e-07,0.947406,1.23375e-05,260,139,-6.00001,8,104,3
115,11,-6,-8.00003,1.04222e-06,2.23074e-07,-3.83041e-07,1.08479e-06,1.80508e-07,-0.2187,9.70311e-06,265,139,-5.99999,8.00003,109,2.99997
120,11,-6,-8,3.22981e-06,6.93538e-08,-2.83242e-06,3.77155e-06,-4.72391e-07,-0.365357,7.01131e-06,270,139,-6,8,114,3
125,11,-6,-8.00002,6.2687e-06,-1.70699e-08,-6.13808e-06,7.51862e-06,-1.26699e-06,-0.386756,3.16058e-06,275,139,-5.99999,8.00001,119,2.99998
130,11,-5.99985,-8.00008,1.42179e-05,3.67691e-07,-1.24008e-05,1.65881e-05,-2.00247e-06,-0.36512,0,280,139,-5.99986,8.00008,124,2.99992
-135,6,0,0,0,0,0,0,0,0,-1,15,144,0,0,-135,6
-130,6,-5.99992,-8.00005,0,0,0,0,0,0,-1,20,144,-5.99992,8.00005,-136,-2.00005
-125,6,-5.99994,-8.00005,-7.36009e-06,-6.16524e-07,8.22014e-06,1.32786e-06,-9.30447e-06,1.12892,0,25,144,-5.99994,8.00005,-131,-2.00005
-120,6,-6.00001,-8,-2.5039e-06,2.60335e-07,2.0083e-06,5.866e-07,-2.83016e-06,1.25664,0,30,144,-6.00001,8,-126,-2
-115,6,-6,-8,1.92524e-07,7.76752e-07,-1.66855e-06,1.36858e-06,-3.99299e-07,-0.953798,7.07896e-06,35,144,-6,8.00001,-121,-2
-110,6,-6,-8,1.19086e-06,9.54542e-07,-3.15017e-06,2.65221e-06,-5.06808e-07,-0.747959,8.66705e-06,40,144,-6,7.99999,-116,-2
-105,6,-6,-7.99998,4.86747e-07,1.1446e-06,-2.51771e-06,2.11679e-06,-4.8544e-07,-0.913187,2.15842e-06,45,144,-6,7.99998,-111,-1.99998
-100,6,-5.99993,-8.00011,-4.92674e-07,1.48202e-06,-1.56798e-06,1.75543e-06,-7.66079e-07,-1.23525,0,50,144,-5.99993,8.0001,-106,-2.00011
-95,6,-6.00004,-8,-8.20716e-07,1.69318e-06,-9.32605e-07,1.77688e-06,-9.04423e-07,-1.39318,1.52384e-06,55,144,-6.00004,7.99999,-101,-2
-90,6,-6,-8.00002,-8.69792e-07,1.63192e-06,-2.25343e-07,1.63698e-06,-8.74856e-07,-1.52588,9.40603e-06,60,144,-5.99999,8.00001,-96,-2.00002
-85,6,-6,-8,-8.86574e-07,9.83566e-07,9.94015e-07,1.10745e-06,-1.01045e-06,1.32652,1.07572e-05,65,144,-6.00001,8,-91,-2
-80,6,-6,-8,-1.02649e-06,5.37709e-07,1.69217e-06,9.07798e-07,-1.39658e-06,1.15846,0,70,144,-6,8,-86,-2
-75,6,-6,-8,-8.50755e-07,2.09799e-07,1.67755e-06,6.71862e-07,-1.31282e-06,1.06728,1.26039e-06,75,144,-6,8,-81,-2
-70,6,-6,-8,-1.73459e-07,2.20249e-07,7.61283e-07,4.51926e-07,-4.05136e-07,1.02404,0,80,144,-6,8,-76,-2
-65,6,-6,-8,7.83797e-07,2.67764e-07,-5.01223e-07,8.85473e-07,1.66088e-07,-0.38542,0,85,144,-6,8,-71,-2
-60,6,-5.99998,-8,1.27809e-06,4.93285e-07,-1.06908e-06,1.5488e-06,2.22579e-07,-0.468777,3.38255e-06,90,144,-5.99999,8,-66,-2
-55,6,-6,-7.99998,8.041e-07,3.6275e-07,-1.58733e-07,8.17938e-07,3.48912e-07,-0.172625,9.10947e-06,95,144,-6,7.99998,-61,-1.99998
-50,6,-5.99998,-8.00002,-2.64138e-08,1.8121e-07,1.18028e-06,6.76598e-07,-5.21802e-07,0.872463,0,100,144,-5.99998,8.00001,-56,-2.00002
-45,6,-6.00001,-8,-4.9732e-07,2.64703e-07,1.14121e-06,5.69812e-07,-8.02429e-07,1.07977,0,105,144,-6,8,-51,-2
-40,6,-6,-8.00002,-3.83193e-07,9.64503e-07,-3.39192e-07,9.85517e-07,-4.04208e-07,-1.44752,2.18886e-06,110,144,-6,8.00001,-46,-2.00002
-35,6,-6,-8,1.31883e-07,1.43799e-06,-1.82311e-06,1.90628e-06,-3.36407e-07,-1.09623,5.85321e-06,115,144,-6,8,-41,-2
-30,6,-5.99999,-8.00002,2.01675e-07,1.6288e-06,-1.75313e-06,2.04552e-06,-2.15044e-07,-1.12702,0,120,144,-5.99999,8.00001,-36,-2.00002
-25,6,-5.99997,-7.99998,-4.9394e-07,9.57127e-07,-1.66289e-07,9.61875e-07,-4.98688e-07,-1.51375,2.32704e-07,125,144,-5.99997,7.99999,-31,-1.99998
-20,6,-6.00001,-8,-9.13653e-07,1.91697e-07,7.35348e-07,3.02824e-07,-1.02478e-06,1.27728,0,130,144,-6,7.99999,-26,-2
-15,6,-6,-8,-8.6339e-07,-3.18446e-07,5.00968e-07,-2.20806e-07,-9.6103e-07,1.19911,8.44294e-06,135,144,-6,8,-21,-2
-10,6,-6,-8,-5.79504e-07,-3.09696e-07,9.56113e-08,-3.01476e-07,-5.87724e-07,1.40052,0,140,144,-6,8.00001,-16,-2
